index	cname	code	exp	memo	unit
2003	货物周转量	A0G0601	货物(旅客)周转量指在一定时期内，由各种运输工具运送的货物(旅客)数量与其相应运输距离的乘积之总和。该指标可以反映运输业生产的总成果，也是编制和检查运输生产计划，计算运输效率、劳动生产率以及核算运输单位成本的主要基础资料。计算货物周转量通常按发出站与到达站之间的最短距离，也就是计费距离计算。计算公式为：货物（旅客）周转量=∑（货物（旅客）运输量 ×运输距离）		亿吨公里
2004	铁路货物周转量	A0G0602	铁路货物周转量指一定时期内使用铁路货车完成的货物运量与运送距离的乘积之和。计算公式为：货物周转量(吨公里)=∑(每批货物重量×该批货物的运送距离)=实际运送货物吨数×货物平均运程		亿吨公里
2005	国家铁路货物周转量	A0G0603	铁路货物周转量指一定时期内使用铁路货车完成的货物运量与运送距离的乘积之和。计算公式为：货物周转量(吨公里)=∑(每批货物重量×该批货物的运送距离)=实际运送货物吨数×货物平均运程		亿吨公里
2006	地方铁路货物周转量	A0G0604	铁路货物周转量指一定时期内使用铁路货车完成的货物运量与运送距离的乘积之和。计算公式为：货物周转量(吨公里)=∑(每批货物重量×该批货物的运送距离)=实际运送货物吨数×货物平均运程		亿吨公里
2007	合资铁路货物周转量	A0G0605	铁路货物周转量指一定时期内使用铁路货车完成的货物运量与运送距离的乘积之和。计算公式为：货物周转量(吨公里)=∑(每批货物重量×该批货物的运送距离)=实际运送货物吨数×货物平均运程		亿吨公里
2008	公路货物周转量	A0G0606	公路货物周转量指一定时期内由各种公路运输工具实际完成的货物运量与相应的运送距离的乘积之和。计算公式为：货物周转量(吨公里)=∑(每批货物重量×该批货物的运送距离)	2008年公路、水路运输量统计口径有调整。	亿吨公里
2009	水运货物周转量	A0G0607	水路货物周转量指一定时期内由各种水路运输工具实际完成的货物运量与相应的运送距离的乘积之和。	2008年公路、水路运输量统计口径有调整。	亿吨公里
2010	民用汽车拥有量	A0G0701	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。		万辆
2011	民用载客汽车拥有量	A0G0702	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2012	民用大型载客汽车拥有量	A0G0703	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2013	民用中型载客汽车拥有量	A0G0704	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2014	民用小型载客汽车拥有量	A0G0705	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2015	民用微型载客汽车拥有量	A0G0706	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2016	民用载货汽车拥有量	A0G0707	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2017	民用重型载货汽车拥有量	A0G0708	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2018	民用中型载货汽车拥有量	A0G0709	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2019	民用轻型载货汽车拥有量	A0G070A	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2020	民用微型载货汽车拥有量	A0G070B	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。	从2002年起，载客汽车和载货汽车拥有量的其中分项、其他汽车拥有量统计口径有调整与以前年份不可比。	万辆
2021	民用其他汽车拥有量	A0G070C	民用汽车拥有量指报告期末，在公安交通管理部门按照《机动车注册登记工作规范》，已注册登记领有民用车辆牌照的全部汽车数量。汽车拥有量统计的主要分类：根据汽车结构分为载客汽车、载货汽车及其他汽车；根据汽车所有者不同分为个人(私人)汽车、单位汽车；根据汽车的使用性质分为营运汽车、非营运汽车；根据汽车大小规格不同，载客汽车分为大型、中型、小型和微型，载货汽车分为重型、中型、轻型和微型。		万辆
2022	机动车驾驶员人数	A0G070D	机动车驾驶员指持有正式驾驶执照的各类机动车驾驶人员。		万人
2023	汽车驾驶员人数	A0G070E			万人
2024	私人汽车拥有量	A0G0801	私人车辆拥有量指报告期末在公安交通管理部门注册登记并领有本地区私人车辆牌照的汽车数量。		万辆
2025	私人载客汽车拥有量	A0G0802			万辆
2026	私人大型载客汽车拥有量	A0G0803			万辆
2027	私人中型载客汽车拥有量	A0G0804			万辆
2028	私人小型载客汽车拥有量	A0G0805			万辆
2029	私人微型载客汽车拥有量	A0G0806			万辆
2030	私人载货汽车拥有量	A0G0807			万辆
2031	私人重型载货汽车拥有量	A0G0808			万辆
2032	私人中型载货汽车拥有量	A0G0809			万辆
2033	私人轻型载货汽车拥有量	A0G080A			万辆
2034	私人微型载货汽车拥有量	A0G080B			万辆
2035	私人其他汽车拥有量	A0G080C			万辆
2036	新注册民用汽车拥有量	A0G0901			万辆
2037	新注册民用载客汽车拥有量	A0G0902			万辆
2038	新注册民用大型载客汽车拥有量	A0G0903			万辆
2039	新注册民用中型载客汽车拥有量	A0G0904			万辆
2040	新注册民用小型载客汽车拥有量	A0G0905			万辆
2041	新注册民用微型载客汽车拥有量	A0G0906			万辆
2042	新注册民用载货汽车拥有量	A0G0907			万辆
2043	新注册民用重型载货汽车拥有量	A0G0908			万辆
2044	新注册民用中型载货汽车拥有量	A0G0909			万辆
2045	新注册民用轻型载货汽车拥有量	A0G090A			万辆
2046	新注册民用微型载货汽车拥有量	A0G090B			万辆
2047	新注册民用其他汽车拥有量	A0G090C			万辆
2048	公路营运汽车拥有量	A0G0A01	公路营运汽车拥有量指报告期末公路运输管理部门注册登记的未办理报废、销、转出手续从事公路运输的营业性客货汽车数量。不包括出租汽车、公共汽车。	公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	万辆
2049	公路营运载客汽车拥有量	A0G0A02		公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。||从2010年起，公路营运载客汽车不包括在公路运输管理部门管理并注册登记为公共汽车和出租汽车。	万辆
2050	公路营运汽车客位数	A0G0A03	公路运输载客汽车客位指期末公路运输管理部门注册登记的未办理报废、销、转出手续从事公路运输的营业性载客汽车的核定客位数，不包括出租汽车、公共汽车的核定客位数。	公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	万客位
2051	公路营运载货汽车拥有量	A0G0A04		公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	万辆
2052	公路营运普通载货汽车拥有量	A0G0A05		公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	万辆
2053	公路营运载货汽车吨位数	A0G0A06	公路运输载货汽车吨位指报告期末公路运输管理部门注册登记的未办理报废、销、转出手续从事公路运输的营业性载货汽车的核定吨位数。	公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	吨
2054	公路营运普通载货汽车吨位数	A0G0A07		公路营运汽车拥有量在1999年为全国营运汽车，以前仅为公路部门营运汽车；2000-2004年为全国运输汽车(含营运和非营运汽车)；2005年起为全国营运。	吨位
2055	民用机动运输船数	A0G0B01		不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	艘
2056	民用机动船净载重量	A0G0B02	船舶净载重量指报告期末所拥有船舶的总载重量减去燃(物)料、淡水、粮食及供应品、人员及其行李等的重量及船舶常数后，能够装载货物的实际重量。	不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	吨
2057	民用机动船载客量	A0G0B03		不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	客位
2058	民用机动船拖船功率	A0G0B04	船舶功率指报告期末所拥有船舶主机的额定功率数，计算单位是千瓦，1千瓦=1.3596马力。	不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	千瓦
2059	民用驳船运输船数	A0G0B05		不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	艘
2060	民用驳船净载重量	A0G0B06	船舶净载重量指报告期末所拥有船舶的总载重量减去燃(物)料、淡水、粮食及供应品、人员及其行李等的重量及船舶常数后，能够装载货物的实际重量。	不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	吨
2061	民用驳船载客量	A0G0B07		不分地区民用运输船舶拥有量数据为中国远洋运输集团总公司海外公司数。	客位
2062	邮电业务总量	A0G0D01	邮电业务总量指以货币形式表现的邮电企业为社会提供各类邮电通信服务的总数量。该指标是用于观察邮电业务发展变化总趋势的综合性总量指标，分别按邮政业务总量和电信业务总量统计。邮电业务总量是以各类业务的实物量分别乘以相应的不变单价，求出各类业务的货币量加总求得。不变单价是一定时期内计算业务总量的同度量因素，是根据基年各类邮电业务量与相对应的邮电业务收入测算的平均单价。	邮电业务总量2000年及以前按1990年不变价格计算，2001-2010年按2000年不变价格计算。	亿元
2063	邮政业务总量	A0G0D02		邮政业务总量的统计口径2006年以前为中国邮政集团，2007年起为规模以上(年业务收入200万元以上)邮政业法人企业数据。	亿元
2064	电信业务总量	A0G0D03			亿元
2065	函件数	A0G0D04			亿件
2066	包裹数	A0G0D05			万件
2067	报刊期发数	A0G0D06			万份
2068	汇票业务	A0G0D07			万笔
2069	集邮业务量	A0G0D08			万枚
2070	固定本地电话通话时长	A0G0D0A			万分钟
2071	固定长途电话通话时长	A0G0D0B		1999-2010年固定长途电话通话时长数据不包含IP通话时长,2011年及以后数据包含IP通话时长。	万分钟
2072	移动短信业务量	A0G0D0E			亿条
2073	移动电话通话时长	A0G0D0F			万分钟
2074	移动电话去话通话时长	A0G0D0G			万分钟
2075	移动电话非漫游去话通话时长	A0G0D0H			万分钟
2076	移动电话国内漫游去话通话时长	A0G0D0I			万分钟
2077	移动电话国际及港澳台漫游去话通话时长	A0G0D0J			万分钟
2078	移动电话年末用户	A0G0D0K	移动电话用户指在电信运营企业营业网点办理开户登记手续，通过移动电话交换机进入移动电话网，占用移动电话号码的各类电话用户。包括各类签约用户、智能网预付费用户、无线上网卡用户。		万户
2079	3G移动电话用户	A0G0D0L	移动电话用户指在电信运营企业营业网点办理开户登记手续，通过移动电话交换机进入移动电话网，占用移动电话号码的各类电话用户。包括各类签约用户、智能网预付费用户、无线上网卡用户。		万户
2080	固定电话年末用户	A0G0D0M	固定电话用户指在电信企业营业网点办理开户登记手续并已接入固定电话网上的全部电话用户。包括普通电话用户、无线市话用户、公用电话用户、窄带综合业务数字网（N—ISDN）用户、智能网专用接入终端用户等。		万户
2081	城市电话年末用户数	A0G0D0N	城市电话用户指按行政区划属于中央直辖市、省辖市、地级市、县级市的市区、市郊区及县城区范围内的电话用户数。包括分布在农村地区但以县团级以上建制的独立工矿区、林区、驻军的电话用户。		万户
2082	城市住宅电话年末用户数	A0G0D0O	住宅电话用户指私人付费或安装在居民住宅并按照私人或住宅电话用户登记注册和收费的各类电话用户。		万户
2083	农村电话年末用户数	A0G0D0P	农村电话用户指按行政区划属于城市范围以外的乡（镇）、村电话用户。		万户
2084	农村住宅电话年末用户数	A0G0D0Q	住宅电话用户指私人付费或安装在居民住宅并按照私人或住宅电话用户登记注册和收费的各类电话用户。		万户
2085	公用电话用户	A0G0D0R			万户
2086	快递量	A0G0E01		快递业务量2006年及以前为邮政特快专递，2007年起为规模以上(年业务收入200万元以上)快递服务企业业务量。	万件
2087	国内同城快递量	A0G0E02		快递业务量2006年及以前为邮政特快专递，2007年起为规模以上(年业务收入200万元以上)快递服务企业业务量。	万件
2088	国内异地快递量	A0G0E03		快递业务量2006年及以前为邮政特快专递，2007年起为规模以上(年业务收入200万元以上)快递服务企业业务量。	万件
2089	国际及港澳台快递量	A0G0E04		快递业务量2006年及以前为邮政特快专递，2007年起为规模以上(年业务收入200万元以上)快递服务企业业务量。	万件
2090	快递业务收入	A0G0E05			万元
2091	邮政营业网点	A0G0F01		邮政营业网点1998年及以前为邮电局所，1999-2006年为邮政局所；统计口径从2002年起为邮政局所和邮政代办点，2007年起为规模以上邮政业法人企业办理业务的场所。	处
2092	快递营业网点	A0G0F02			处
2093	信筒信箱数量	A0G0F03			处
2094	农村投递路线	A0G0F04			公里
2095	城市投递路线	A0G0F05			公里
2096	邮路总长度	A0G0F06	邮路指各邮政局所、代办所之间及邮政局所、代办所与车站、码头、机场、转运站、报刊社之间，由自编或委代办人员按固定班期规定路线交换邮件、报刊的路线。包括农村地区运邮为主兼投递邮件、报刊的路线。不包括城市、农村地区纯投递(邮件报刊所走的)路线。邮路按级别分为：国际及港澳邮路、一级邮路、二级邮路、市内邮路、农村邮路；按运输工具分为：航空邮路、铁道邮路、汽车邮路、水运邮路、其他邮路。	邮路总长度1980年及以前为邮路及农村投递路线总长度之和。	公里
2097	航空邮路总长度	A0G0F07	邮路指各邮政局所、代办所之间及邮政局所、代办所与车站、码头、机场、转运站、报刊社之间，由自编或委代办人员按固定班期规定路线交换邮件、报刊的路线。包括农村地区运邮为主兼投递邮件、报刊的路线。不包括城市、农村地区纯投递(邮件报刊所走的)路线。邮路按级别分为：国际及港澳邮路、一级邮路、二级邮路、市内邮路、农村邮路；按运输工具分为：航空邮路、铁道邮路、汽车邮路、水运邮路、其他邮路。	邮路总长度1980年及以前为邮路及农村投递路线总长度之和。	公里
2098	铁路邮路总长度	A0G0F08	邮路指各邮政局所、代办所之间及邮政局所、代办所与车站、码头、机场、转运站、报刊社之间，由自编或委代办人员按固定班期规定路线交换邮件、报刊的路线。包括农村地区运邮为主兼投递邮件、报刊的路线。不包括城市、农村地区纯投递(邮件报刊所走的)路线。邮路按级别分为：国际及港澳邮路、一级邮路、二级邮路、市内邮路、农村邮路；按运输工具分为：航空邮路、铁道邮路、汽车邮路、水运邮路、其他邮路。	邮路总长度1980年及以前为邮路及农村投递路线总长度之和。	公里
2099	汽车邮路总长度	A0G0F09	邮路指各邮政局所、代办所之间及邮政局所、代办所与车站、码头、机场、转运站、报刊社之间，由自编或委代办人员按固定班期规定路线交换邮件、报刊的路线。包括农村地区运邮为主兼投递邮件、报刊的路线。不包括城市、农村地区纯投递(邮件报刊所走的)路线。邮路按级别分为：国际及港澳邮路、一级邮路、二级邮路、市内邮路、农村邮路；按运输工具分为：航空邮路、铁道邮路、汽车邮路、水运邮路、其他邮路。	邮路总长度1980年及以前为邮路及农村投递路线总长度之和。	公里
2100	固定长途电话交换机容量	A0G0G01	长途电话交换机容量指电信企业用于接入长途电话网的电话交换机的设备额定容量。	电话交换机容量不包括用户交换机容量。	万路端
2101	局用交换机容量	A0G0G02	局用交换机容量指安装在电信企业内用于接续本地固定电话的电话交换机容量，包括接入网设备容量（安装在电信运营企业用于连接语音用户的远端节点的设备容量）。		万门
2102	移动电话交换机容量	A0G0G03	移动电话交换机容量指移动电话交换机根据一定话务模型和交换机处理能力计算出来的最大同时服务用户的数量。按报告期末已割接入网正式投入使用的设备实际容量统计。	电话交换机容量不包括用户交换机容量。	万户
2103	光缆线路长度	A0G0G04			公里
2104	长途光缆线路长度	A0G0G05			万公里
2105	电话普及率(包括移动电话)	A0G0H01	电话普及率指报告期行政区域总人口中，平均每百人拥有的话机数。计算公式：电话普及率=[电话机总数（部）/行政区域总人口数（人）]×100		部/百人
2106	移动电话普及率	A0G0H02			部/百人
2107	每千人拥有公用电话数	A0G0H03			部
2108	开通互联网宽带业务的行政村比重	A0G0H04			%
2109	互联网普及率	A0G0H05			%
2110	平均每一营业网点服务人口	A0G0I01	营业网点服务人口指报告期行政区域平均每一营业网点服务的人口数。计算公式：每一营业网点服务人口=行政区域总人口数（万人）/营业网点总数（处）	营业网点1998年及以前为邮电局所，1999-2006年为邮政局所；统计口径从2002年起为邮政局所和邮政代办点，2007年起为规模以上邮政业法人企业办理业务的场所。	万人
2111	平均每人每年发函件数	A0G0I02			件
2112	平均每百人每年订报刊数	A0G0I03			份
2113	已通邮的行政村比重	A0G0I04			%
2114	互联网上网人数	A0G0J01	互联网上网人数指过去半年内使用过互联网的6周岁及以上中国居民人数。		万人
2115	域名数	A0G0J02			万个
2116	网站数	A0G0J03	网站（数）指以域名本身或者“WWW.+域名”为网址的web站点，其中包括中国的国家顶级域名.CN和类别顶级域名（gTLD）下的web站点，该域名的注册者位于中国境内。期末拥有网站数指报告期末企业拥有和维护的，在互联网上可浏览的网站数，不包括企业内网。		万个
2117	网页数	A0G0J04			万个
2118	互联网宽带接入端口	A0G0J05	互联网宽带接入端口指用于接入互联网用户的各类实际安装运行的接入端口的数量，包括xDSL用户接入端口、LAN接入端口、其他类型接入端口等，不包括窄带拨号接入端口。		万个
2119	互联网拨号用户	A0G0J06			万户
2120	互联网宽带接入用户	A0G0J07	互联网宽带接入用户数指报告期末在电信企业登记注册，通过xDSL、FTTX+LAN、WLAN等方式接入中国互联网的用户，主要包括xDSL用户、LAN专线用户、LAN终端用户及无线接入用户。计量单位：户。		万户
2121	城市宽带接入用户	A0G0J08	互联网宽带接入用户数指报告期末在电信企业登记注册，通过xDSL、FTTX+LAN、WLAN等方式接入中国互联网的用户，主要包括xDSL用户、LAN专线用户、LAN终端用户及无线接入用户。计量单位：户。		万户
2122	农村宽带接入用户	A0G0J09	互联网宽带接入用户数指报告期末在电信企业登记注册，通过xDSL、FTTX+LAN、WLAN等方式接入中国互联网的用户，主要包括xDSL用户、LAN专线用户、LAN终端用户及无线接入用户。计量单位：户。		万户
2123	限额以上批发和零售业企业资产	A0I0101	资产指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。		亿元
2124	限额以上批发和零售业企业流动资产	A0I0102	流动资产合计资产满足以下条件之一应归为流动资产：（1）预计在一个正常营业周期中变现、出售或耗用，主要包括存货、应收账款等；（2）主要为交易目的而持有；（3）预计在资产负债表日起一年内（含一年）变现；（4）自资产负债日起一年内，交换其他资产或清偿负债的能力不受限制的现金或现金等价物。包括货币资金、应收票据、应收账款、存货等项目。		亿元
2125	限额以上批发和零售业企业固定资产	A0I0103	固定资产合计指企业为生产商品、提供劳务、出租或经营管理而持有的，使用寿命超过一个会计年度的有形资产。包括使用期限超过一年的房屋、建筑物、机器、机械、运输工具以及其他与生产、经营有关的设备、器具、工具等。固定资产合计是时点指标，表示固定资产经过扣减折旧、减值准备等后的期末余额。	限额以上批发和零售业企业固定资产2008年及以前为固定资产原价。	亿元
2126	限额以上批发和零售业企业负债	A0I0104	负债合计指企业过去的交易或者事项形成的，预期会导致经济利益流出企业的现时义务。负债一般按偿还期长短分为流动负债和非流动负债。		亿元
2127	限额以上批发和零售业企业所有者权益	A0I0105	所有者权益合计指企业资产扣除负债后由所有者享有的剩余权益。公司的所有者权益又称股东权益。包括实收资本、资本公积、盈余公积、未分配利润等。		亿元
2128	限额以上批发和零售业企业主营业务收入	A0I0201	主营业务收入指企业确认的销售商品、提供劳务等主营业务的收入。	2003年及以前限额以上批发和零售业企业主营业务收入为商品销售收入净额。	亿元
2129	限额以上批发和零售业企业主营业务成本	A0I0202	主营业务成本指企业经营主要业务所发生的成本总额。	2003年及以前限额以上批发和零售业企业主营业务成本为商品销售成本。	亿元
2130	限额以上批发和零售业企业主营业务利润	A0I0206		2003年及以前限额以上批发和零售业企业主营业务利润为商品销售利润。	亿元
2131	批发业法人企业单位数	A0I0301		2007年的统计范围为限额以上法人企业、产业活动单位，2008年及以后为限额以上法人企业。	个
2132	批发业年末从业人数	A0I0302		2007年的统计限额划分指标为“年商品销售额”、“年末从业人员”，2008年及以后为“年主营业务收入”。	人
2133	批发业商品购进总额	A0I0303	商品购进额指从本企业以外的单位和个人购进（包括从国外直接进口）作为转卖或加工后转卖的商品金额（含增值税）。商品购进包括：（1）从工农业生产者、批发和零售业企业、住宿和餐饮业企业、出版社或报社的出版发行部门和其他服务业企业购进的商品；（2）从机关团体、事业单位购进的商品；（3）从海关、市场管理部门购进的缉私和没收的商品；（4）从居民收购的废旧商品等。不包括：（1）企业为本单位自身经营用，不是作为转卖而购进的商品，如材料物资、包装物、低值易耗品、办公用品等；（2）未通过买卖行为而收入的商品，如接受其他部门移交的商品、借入的商品、收入代其他单位保管的商品、其他单位赠送的样品、加工回收的成品等；（3）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（4）销售退回和买方拒付货款的商品；（5）商品溢余。		亿元
2134	批发业进口额	A0I0304	进口指直接从国外进口或委托外贸企业代理进口的商品金额，不包括从国内有关单位购进的进口商品。对外贸易企业只统计自主经营进口的商品，不统计受托代理进口的商品。		亿元
2135	批发业商品销售总额	A0I0305	商品销售额指对本单位以外的单位和个人出售的商品金额（包括售给本单位消费用的商品，含增值税）。商品销售包括（1）售给城乡居民和社会集团消费用的商品；（2）售给农业、工业、建筑业、服务业等国民经济各行业用于生产、经营用的商品，包括售予批发和零售业作为转卖或加工后转卖的商品；（3）对国（境）外直接出口的商品。不包括：（1）未通过买卖行为付出的商品，如随机构变动移交给其他企业单位的商品、借出的商品、归还受其他单位委托代保管的商品、付出的加工原料和赠送给其他单位的样品等；（2）经本单位介绍，由买卖双方直接结算，本单位只收取手续费的业务；（3）购货退回的商品；（4）商品损耗和损失；（5）出售本单位自用的废旧物资。	2007年的统计限额划分指标为“年商品销售额”、“年末从业人员”，2008年及以后为“年主营业务收入”。	亿元
2136	批发业出口额	A0I0306	出口指直接向国（境）外出口商品和委托外贸企业代理出口的商品金额，商品出口不包括售给外贸企业出口或加工后出口的商品，以及在国内市场以外币销售的商品。外贸企业只统计自主经营出口的商品，不包括受托代理出口的商品。		亿元
2137	批发业商品库存总额	A0I0307	商品库存额对于批发和零售业法人单位和个体经营户，是指报告期末取得所有权的全部商品金额（含增值税）；对于批发和零售业产业活动单位，是指报告期末实际在库且归属法人具有所有权的全部商品金额（含增值税）。库存商品包括：(1)存放在本单位(如门市部、批发站、采购站、经营处)的仓库、货场、货柜和货架中的商品；(2)挑选、整理、包装中的商品；(3)已记入购进而尚未运到本单位的商品，即发货单或银行承兑凭证已到而货未到的商品；(4)寄放他处的商品，如因购货方拒绝付款而暂时存在购货方的商品；(5)委托其他单位代销(未作销售或调出)尚未售出的商品；(6)代其他单位购进尚未交付的商品。不包括：所有权不属于本单位的商品；委托外单位加工的商品；外贸企业代理其他单位从国外进口，尚未付给订货单位的商品；代国家储备部门保管的商品。		亿元
2138	批发业企业资产总计	A0I0401	资产总计指企业过去的交易或者事项形成的、由企业拥有或者控制的、预期会给企业带来经济利益的资源。资产一般按流动性（资产的变现或耗用时间长短）分为流动资产和非流动资产。其中流动资产可分为货币资金、交易性金融资产、应收票据、应收账款、预付款项、其他应收款、存货等；非流动资产可分为长期股权投资、固定资产、无形资产及其他非流动资产等。		亿元
